iter	RMSE
495	0.394478823
496	0.3941895818
497	0.3938457315
498	0.3934368887
499	0.3930478194
500	0.3928173558
501	0.3925490286
502	0.3922705557
503	0.3919956513
504	0.3917758787
505	0.39167759
506	0.3915144352
507	0.3912377366
508	0.3907882331
509	0.3907160138
510	0.3904883735
511	0.3901862702
512	0.3900080863
513	0.3896301299
514	0.3891958248
515	0.3889706003
516	0.3885553098
517	0.3884354452
518	0.3882335522
519	0.3880960499
520	0.3877311499
521	0.387468652
522	0.3871554076
523	0.3868646611
524	0.3866364733
525	0.3864525006
526	0.3863692864
527	0.3862041858
528	0.3858697036
529	0.3856714836
530	0.3855371196
531	0.3853532613
532	0.3850887796
533	0.3848611085
534	0.3847018807
535	0.3843978036
536	0.3842711327
537	0.3841271642
538	0.3839101616
539	0.383668386
540	0.3834853323
541	0.3832652997
542	0.3830240205
543	0.3827631073
544	0.3825323978
545	0.3823264669
546	0.3822045489
547	0.3820185952
548	0.3818652524
549	0.3816958493
550	0.3812909748
551	0.3808920588
552	0.3807201362
553	0.3804234318
554	0.3800645226
555	0.3798271297
556	0.3795916394
557	0.3794137507
558	0.379056933
559	0.37894583
560	0.3787063604
561	0.3785201314
562	0.3783397039
563	0.3780651422
564	0.3777483282
565	0.3775642262
566	0.3773699626
567	0.3771658444
568	0.3770038835
569	0.3767623817
570	0.3766058002
571	0.3763287713
572	0.376183444
573	0.3760117607
574	0.3757163882
575	0.3754307913
576	0.375133914
577	0.3748900876
578	0.3746863245
579	0.3743728887
580	0.3742554478
581	0.3740364897
582	0.373797697
583	0.3735203142
584	0.3731717772
585	0.3729791734
586	0.3728285436
587	0.3724407654
588	0.3722238962
589	0.3719743867
590	0.3717258169
591	0.3714587935
592	0.371228348
593	0.3709849851
594	0.3708096137
595	0.3706249037
596	0.3703036758
597	0.3700168345
598	0.3697368773
599	0.3695708941
600	0.3694678882
601	0.3692606768
602	0.3689305022
603	0.3686193521
604	0.3684917624
605	0.3682540635
606	0.3679767949
607	0.3677784497
608	0.3675029692
609	0.3671310682
610	0.3669104196
611	0.366688668
612	0.3665202309
613	0.3662731014
614	0.3660689435
615	0.3657342114
616	0.3653999356
617	0.3652559413
618	0.36493892
619	0.3647215301
620	0.3645067391
621	0.3643343162
622	0.364222752
623	0.3640330606
624	0.3638726406
625	0.3636341732
626	0.3634362125
627	0.3632727073
628	0.3629929325
629	0.3628231552
630	0.3626632571
631	0.3625045645
632	0.3623173623
633	0.362184988
634	0.3620699242
635	0.3617693642
636	0.3615125153
637	0.3613914119
638	0.3612557797
639	0.3609168237
640	0.360711112
641	0.3606175806
642	0.3604840203
643	0.3603185681
644	0.3599964671
645	0.3597976045
646	0.3596287264
647	0.3595072262
648	0.3593716818
649	0.3592290646
650	0.3590664505
651	0.3590057267
652	0.3588413234
653	0.3586732318
654	0.3585584688
655	0.3584147997
656	0.3581588529
657	0.3580849873
658	0.3578718486
659	0.3576480701
660	0.3572978108
661	0.3570658606
662	0.3569752371
663	0.3567611815
664	0.3566598153
665	0.3564785774
666	0.3562014012
667	0.3560020839
668	0.3557252228
669	0.3557095055
670	0.3555324873
671	0.355406157
672	0.3552296255
673	0.3550021702
674	0.3548560324
675	0.3545900049
676	0.3544991678
677	0.3542840388
678	0.3540822431
679	0.3539028772
680	0.3537114277
681	0.3535873322
682	0.3534240413
683	0.3531994016
684	0.3528729374
685	0.35273095
686	0.3526709466
687	0.3524902272
688	0.3523969006
689	0.3521574479
690	0.351918955
691	0.3517322249
692	0.3515846212
693	0.3514125388
694	0.3512999596
695	0.3511520342
696	0.3510665927
697	0.3510071525
698	0.3507841944
699	0.3506518408
700	0.3505563811
701	0.3503021097
702	0.3501829574
703	0.3501756818
704	0.350039331
705	0.3498795487
706	0.3497672923
707	0.3495451021
708	0.3494114919
709	0.349129624
710	0.3489943474
711	0.3489863749
712	0.3488936673
713	0.3488821552
714	0.3487317809
715	0.3485103426
716	0.3484959262
717	0.3483357039
718	0.3481336348
719	0.347902565
720	0.3477370892
721	0.3475902817
722	0.3474569451
723	0.3472461084
724	0.3471199759
725	0.3469594841
726	0.3468583352
727	0.3466152585
728	0.3464627564
729	0.3461887118
730	0.3460121011
731	0.3457527574
732	0.3456472315
733	0.3456388558
734	0.3455746909
735	0.34543866
736	0.3452488152
737	0.3450976093
738	0.3448781954
739	0.3447910353
740	0.3446537733
741	0.3444875019
742	0.3443654457
743	0.3441060095
744	0.3438536856
745	0.3437515848
746	0.3436363373
747	0.3435256435
748	0.343285794
749	0.3431415643
750	0.3428891574
751	0.342740946
752	0.3426163132
753	0.3425122004
754	0.3422490177
755	0.3420070021
756	0.3418458149
757	0.3417056676
758	0.3415433386
759	0.341463907
760	0.3413553526
761	0.3412980834
762	0.3411817449
763	0.3410886687
764	0.3410328659
765	0.3409345898
766	0.3407465697
767	0.3406207829
768	0.3404335028
769	0.3403213701
770	0.3402259846
771	0.3400958518
772	0.3399944768
773	0.3398939096
774	0.3396047467
775	0.3394530385
776	0.3393316141
777	0.3392182725
778	0.3390347306
779	0.3388998838
780	0.3387654348
781	0.3385634857
782	0.3384513259
783	0.3383589089
784	0.3382189572
785	0.3380193978
786	0.337892729
787	0.3377829151
788	0.3375625244
789	0.3374826496
790	0.3373824437
791	0.3373349405
792	0.3372305744
793	0.3370475693
794	0.3369057432
795	0.3367202472
796	0.3365086306
797	0.3363364049
798	0.3361659433
799	0.336003899
800	0.335906085
801	0.3357499242
802	0.3355840873
803	0.335456956
804	0.3353996352
805	0.335273933
806	0.3351199953
807	0.3349502568
808	0.3348319657
809	0.3346875797
810	0.3345560379
811	0.3344586015
812	0.3343231621
813	0.3341553595
814	0.3340988726
815	0.3339132361
816	0.3338206543
817	0.3338133746
818	0.3336787103
819	0.3336722957
820	0.3335627156
821	0.3334017636
822	0.3332415865
823	0.3331154831
824	0.3330052591
825	0.3327755989
826	0.3326908047
827	0.3324414629
828	0.3323194563
829	0.3321046229
830	0.3319346582
831	0.3318127153
832	0.3317014517
833	0.3315956873
834	0.3314990898
835	0.3313456954
836	0.3312780929
837	0.3311921485
838	0.3309875449
839	0.3308984358
840	0.3307320833
841	0.3306561905
842	0.3304339879
843	0.3302374831
844	0.3302295416
845	0.3300755165
846	0.329976628
847	0.3298590621
848	0.3297790101
849	0.3296407686
850	0.3294681381
851	0.3293554999
852	0.329210006
853	0.3290952119
854	0.3290019816
855	0.3288456019
856	0.3287041828
857	0.3285868861
858	0.3284283517
859	0.3283780972
860	0.3281521367
861	0.3279668822
862	0.3278425082
863	0.3278363786
864	0.3277230075
865	0.3276478511
866	0.3275734037
867	0.3273725196
868	0.3272530419
869	0.32716491
870	0.3270349585
871	0.3269506634
872	0.3267360123
873	0.3265797883
874	0.3264084979
875	0.3262478139
876	0.3261081453
877	0.3259905228
878	0.3258512573
879	0.3257471869
880	0.3255570104
881	0.3254890045
882	0.3253694551
883	0.3252952832
884	0.3251419904
885	0.324958899
886	0.3248943231
887	0.3247714313
888	0.3246621333
889	0.3244552277
890	0.3243599673
891	0.3242265806
892	0.3241030304
893	0.32397851
894	0.3238786844
895	0.323786926
896	0.3236337442
897	0.3235628903
898	0.3234437108
899	0.3232975501
900	0.3231548917
901	0.3230657181
902	0.3229229604
903	0.3228189673
904	0.3226880332
905	0.3224550191
906	0.3223559119
907	0.3222230444
908	0.3220303447
909	0.3219049505
910	0.3217299602
911	0.321630736
912	0.3215096087
913	0.321341307
914	0.321275522
915	0.3210941637
916	0.3210305902
917	0.3209644363
918	0.3207504227
919	0.3206150997
920	0.320550458
921	0.3204243154
922	0.3202086581
923	0.3200934795
924	0.3199095501
925	0.3197579439
926	0.3195896509
927	0.3194242308
928	0.3192278101
929	0.3191033869
930	0.3190164904
931	0.3188468171
932	0.3187160548
933	0.3185791011
934	0.3185280592
935	0.3183536777
936	0.3182626351
937	0.3181401898
938	0.3179974957
939	0.3178392917
940	0.3177460234
941	0.3175807702
942	0.3174763794
943	0.317368306
944	0.3172799001
945	0.3171065051
946	0.3169264807
947	0.3167347044
948	0.3166486359
949	0.3165676521
950	0.3164409851
951	0.316305976
952	0.3161497681
953	0.3160444529
954	0.3160269696
955	0.3158925452
956	0.3158074
957	0.3156947064
958	0.3156196003
959	0.3155140548
960	0.3153233993
961	0.315179404
962	0.3150260716
963	0.3148906083
964	0.3147285535
965	0.3145899934
966	0.3145246191
967	0.3144525098
968	0.3143550989
969	0.3142584869
970	0.3141435309
971	0.3139779423
972	0.3139363111
973	0.3138188683
974	0.3137123608
975	0.3135956861
976	0.3134506779
977	0.3133634844
978	0.3132716556
979	0.3131807271
980	0.3131157716
981	0.3129374069
982	0.3128461681
983	0.3127502013
984	0.3126198483
985	0.3125331035
986	0.3123623475
987	0.3122794145
988	0.3122228232
989	0.3121787502
990	0.3120985349
991	0.3120270949
992	0.3119097017
993	0.3118299278
994	0.3117043646
995	0.3115637242
996	0.3114734165
997	0.3113889446
998	0.3112791451
999	0.3111316572
